Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Cabin_Class,Number_of_Stops,Flight_Layover,Booking_Date,Days_Until_Departure,Is_Holiday_Season,Is_Peak_Season,ATF_Price_INR
IndiGo,2019-03-15 00:00:00,Mumbai,Hyderabad,BOM → HYD,09:10,10:40,1h 30m,non-stop,No info,4049,Economy,1,1 Stop(s),2019-02-07 00:00:00,36,0,1,62930.1634201915
Air Asia,2019-05-09 00:00:00,Kolkata,Banglore,CCU → DEL → BLR,22:40,10:40 10 May,12h,1 stop,No info,5192,First Class,2,2 Stop(s),2019-03-12 00:00:00,58,0,0,83167.3430788997
Air India,2019-05-09 00:00:00,Banglore,Delhi,BLR → DEL,21:05,23:55,2h 50m,non-stop,No info,6121,Economy,1,1 Stop(s),2019-04-20 00:00:00,19,0,0,62309.3972948638
Air India,2019-06-24 00:00:00,Delhi,Cochin,DEL → BOM → COK,03:50,19:15,15h 25m,1 stop,No info,8669,First Class,2,2 Stop(s),2019-05-23 00:00:00,32,0,0,74917.4551767716
Multiple carriers,2019-05-18 00:00:00,Delhi,Cochin,DEL → BOM → COK,06:00,19:15,13h 15m,1 stop,No info,8476,First Class,2,2 Stop(s),2019-03-20 00:00:00,59,1,1,70753.9718563282
SpiceJet,2019-06-21 00:00:00,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1h 30m,non-stop,No check-in baggage included,2647,First Class,1,1 Stop(s),2019-05-25 00:00:00,27,1,1,68545.214831324
Jet Airways,2019-06-06 00:00:00,Delhi,Cochin,DEL → BOM → COK,20:55,19:00 07 Jun,22h 5m,1 stop,No info,14714,Business,2,2 Stop(s),2019-05-15 00:00:00,22,0,0,88287.2911173756
Air India,2019-03-06 00:00:00,Delhi,Cochin,DEL → BLR → COK,20:30,08:15 07 Mar,11h 45m,1 stop,No info,10566,Economy,2,2 Stop(s),2019-01-12 00:00:00,53,0,1,89097.2955648598
Jet Airways,2019-06-15 00:00:00,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,7h 30m,1 stop,In-flight meal not included,10262,First Class,2,2 Stop(s),2019-04-17 00:00:00,59,0,0,72311.4876910689
Multiple carriers,2019-03-21 00:00:00,Delhi,Cochin,DEL → BOM → COK,10:00,01:35 22 Mar,15h 35m,1 stop,No info,8098,Economy,2,2 Stop(s),2019-03-16 00:00:00,5,1,1,81205.7203154285
Multiple carriers,2019-03-27 00:00:00,Delhi,Cochin,DEL → BOM → COK,10:00,21:00,11h,1 stop,No info,6883,Economy,2,2 Stop(s),2019-03-19 00:00:00,8,0,1,62221.3395520227
Multiple carriers,2019-06-15 00:00:00,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9h 15m,1 stop,No info,16108,Economy,2,2 Stop(s),2019-04-29 00:00:00,47,0,0,86776.7699546993
SpiceJet,2019-03-18 00:00:00,Kolkata,Banglore,CCU → BLR,17:15,19:45,2h 30m,non-stop,No check-in baggage included,4413,Economy,1,1 Stop(s),2019-02-15 00:00:00,31,0,1,79875.6685306195
Jet Airways,2019-06-01 00:00:00,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,12:35 02 Jun,22h,2 stops,In-flight meal not included,10919,First Class,3,3 Stop(s),2019-04-25 00:00:00,37,0,0,79002.1126953127
IndiGo,2019-05-09 00:00:00,Kolkata,Banglore,CCU → BLR,21:25,00:05 10 May,2h 40m,non-stop,No info,4804,Business,1,1 Stop(s),2019-04-10 00:00:00,29,0,0,63236.7428097991
Jet Airways,2019-06-06 00:00:00,Kolkata,Banglore,CCU → DEL → BLR,20:25,10:55 07 Jun,14h 30m,1 stop,In-flight meal not included,10539,First Class,2,2 Stop(s),2019-05-18 00:00:00,19,0,0,81090.5687668553
IndiGo,2019-03-09 00:00:00,Banglore,New Delhi,BLR → DEL,22:20,01:10 13 Mar,2h 50m,non-stop,No info,4377,Business,1,1 Stop(s),2019-01-23 00:00:00,45,0,1,68764.3394560566
Air India,2019-06-06 00:00:00,Banglore,Delhi,BLR → DEL,06:10,08:55,2h 45m,non-stop,No info,6961,First Class,1,1 Stop(s),2019-05-12 00:00:00,25,0,0,66663.2343141219
Multiple carriers,2019-05-27 00:00:00,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8h,1 stop,No info,7408,Economy,2,2 Stop(s),2019-04-16 00:00:00,41,0,0,67478.7668744663
IndiGo,2019-05-09 00:00:00,Banglore,Delhi,BLR → DEL,18:55,21:50,2h 55m,non-stop,No info,4823,First Class,1,1 Stop(s),2019-03-28 00:00:00,42,0,0,81888.1853501419
IndiGo,2019-03-21 00:00:00,Kolkata,Banglore,CCU → BLR,14:20,16:55,2h 35m,non-stop,No info,5198,Business,1,1 Stop(s),2019-01-30 00:00:00,50,1,1,61393.5123815999
Jet Airways,2019-06-01 00:00:00,Delhi,Cochin,DEL → BOM → COK,17:30,19:00 02 Jun,25h 30m,1 stop,In-flight meal not included,10262,Economy,2,2 Stop(s),2019-05-17 00:00:00,15,0,0,75563.718652301
Vistara,2019-04-27 00:00:00,Banglore,Delhi,BLR → DEL,17:00,19:35,2h 35m,non-stop,No info,5613,Economy,1,1 Stop(s),2019-04-14 00:00:00,13,0,1,75257.1207349411
Jet Airways,2019-06-12 00:00:00,Delhi,Cochin,DEL → BOM → COK,20:55,04:25 13 Jun,7h 30m,1 stop,In-flight meal not included,10262,First Class,2,2 Stop(s),2019-05-05 00:00:00,38,0,0,66838.0548762583
IndiGo,2019-05-03 00:00:00,Mumbai,Hyderabad,BOM → HYD,09:10,10:40,1h 30m,non-stop,No info,5755,Business,1,1 Stop(s),2019-03-30 00:00:00,34,0,0,86616.3822772898
Vistara,2019-05-21 00:00:00,Chennai,Kolkata,MAA → CCU,07:05,09:20,2h 15m,non-stop,No info,3687,First Class,1,1 Stop(s),2019-04-19 00:00:00,32,0,0,66863.9449647487
Jet Airways,2019-06-03 00:00:00,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,No info,5678,Economy,1,1 Stop(s),2019-04-16 00:00:00,48,0,0,67478.7668744663
Multiple carriers,2019-03-21 00:00:00,Delhi,Cochin,DEL → BOM → COK,18:15,01:35 22 Mar,7h 20m,1 stop,No info,13542,Economy,2,2 Stop(s),2019-02-01 00:00:00,48,1,1,65115.7237106188
Jet Airways,2019-03-21 00:00:00,Delhi,Cochin,DEL → BOM → COK,19:15,18:50 22 Mar,23h 35m,1 stop,No info,12347,First Class,2,2 Stop(s),2019-03-18 00:00:00,3,1,1,83138.1104005784
Jet Airways,2019-05-21 00:00:00,Kolkata,Banglore,CCU → DEL → BLR,09:35,19:10,9h 35m,1 stop,In-flight meal not included,12384,Economy,2,2 Stop(s),2019-05-11 00:00:00,10,0,0,72522.3300944634
Jet Airways,2019-04-09 00:00:00,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25 10 Apr,22h 55m,2 stops,No info,10909,Business,3,3 Stop(s),2019-03-07 00:00:00,33,0,1,76280.8824947475
IndiGo,2019-06-03 00:00:00,Banglore,Delhi,BLR → DEL,16:55,19:55,3h,non-stop,No info,4823,Economy,1,1 Stop(s),2019-04-05 00:00:00,59,0,0,83129.0153986368
IndiGo,2019-06-12 00:00:00,Delhi,Cochin,DEL → BOM → COK,16:00,21:00,5h,1 stop,No info,6069,Business,2,2 Stop(s),2019-05-07 00:00:00,36,0,0,84540.4429776748
Jet Airways,2019-05-21 00:00:00,Delhi,Cochin,DEL → BOM → COK,16:00,19:00 22 May,27h,1 stop,In-flight meal not included,12898,First Class,2,2 Stop(s),2019-03-29 00:00:00,53,0,0,79126.7241406564
IndiGo,2019-06-15 00:00:00,Kolkata,Banglore,CCU → BLR,04:40,07:15,2h 35m,non-stop,No info,4804,First Class,1,1 Stop(s),2019-06-09 00:00:00,6,0,0,81846.4904583558
Jet Airways,2019-03-24 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,08:25,04:45 25 Mar,20h 20m,1 stop,In-flight meal not included,10031,Economy,2,2 Stop(s),2019-02-08 00:00:00,44,0,1,80526.9907953647
IndiGo,2019-06-09 00:00:00,Delhi,Cochin,DEL → HYD → COK,07:35,22:30,14h 55m,1 stop,No info,6442,Business,2,2 Stop(s),2019-05-10 00:00:00,30,0,0,75322.419077327
Air India,2019-05-21 00:00:00,Delhi,Cochin,DEL → JAI → BOM → COK,12:00,07:40 22 May,19h 40m,2 stops,No info,9653,Business,3,3 Stop(s),2019-03-25 00:00:00,57,0,0,61906.7505085807
Vistara,2019-06-09 00:00:00,Kolkata,Banglore,CCU → DEL → BLR,17:00,20:20 10 Jun,27h 20m,1 stop,No info,8610,Economy,2,2 Stop(s),2019-04-11 00:00:00,59,0,0,60942.875570602
Jet Airways,2019-06-12 00:00:00,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,5h,1 stop,No info,14714,First Class,2,2 Stop(s),2019-04-28 00:00:00,45,0,0,65597.1017665811
Air India,2019-03-01 00:00:00,Banglore,New Delhi,BLR → AMD → DEL,00:30,23:55,23h 25m,1 stop,1 Long layover,12599,First Class,2,2 Stop(s),2019-01-15 00:00:00,45,1,1,65454.749016213
Multiple carriers,2019-05-09 00:00:00,Delhi,Cochin,DEL → BOM → COK,04:55,19:00,14h 5m,1 stop,No info,9103,First Class,2,2 Stop(s),2019-03-19 00:00:00,51,0,0,62221.3395520227
Jet Airways,2019-05-21 00:00:00,Delhi,Cochin,DEL → BOM → COK,22:50,04:25 22 May,5h 35m,1 stop,In-flight meal not included,12898,Economy,2,2 Stop(s),2019-05-08 00:00:00,13,0,0,85821.9174976903
SpiceJet,2019-06-06 00:00:00,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1h 30m,non-stop,No check-in baggage included,2647,Economy,1,1 Stop(s),2019-05-14 00:00:00,23,0,0,70128.4551421088
Jet Airways,2019-03-03 00:00:00,Mumbai,Hyderabad,BOM → HYD,07:10,08:35,1h 25m,non-stop,No info,5678,Business,1,1 Stop(s),2019-01-17 00:00:00,45,0,1,69127.2672887861
Jet Airways,2019-05-18 00:00:00,Delhi,Cochin,DEL → BOM → COK,19:15,12:35 19 May,17h 20m,1 stop,In-flight meal not included,12373,Business,2,2 Stop(s),2019-03-29 00:00:00,50,1,1,79126.7241406564
SpiceJet,2019-03-27 00:00:00,Kolkata,Banglore,CCU → BLR,17:15,19:45,2h 30m,non-stop,No info,3847,Economy,1,1 Stop(s),2019-02-09 00:00:00,46,0,1,73204.5748121881
Jet Airways,2019-05-21 00:00:00,Kolkata,Banglore,CCU → DEL → BLR,17:00,18:00 22 May,25h,1 stop,No info,14151,Economy,2,2 Stop(s),2019-04-14 00:00:00,37,0,0,75257.1207349411
Jet Airways,2019-03-06 00:00:00,Delhi,Cochin,DEL → BOM → COK,08:00,04:25 07 Mar,20h 25m,1 stop,In-flight meal not included,13843,Economy,2,2 Stop(s),2019-02-11 00:00:00,23,0,1,74855.3073033381
Jet Airways,2019-05-18 00:00:00,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,No info,7229,Economy,1,1 Stop(s),2019-05-04 00:00:00,14,1,1,63301.5577358303
Jet Airways,2019-06-18 00:00:00,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,non-stop,In-flight meal not included,4995,Business,1,1 Stop(s),2019-05-29 00:00:00,20,0,0,61544.3625374997
Jet Airways,2019-06-06 00:00:00,Delhi,Cochin,DEL → BOM → COK,20:55,04:25 07 Jun,7h 30m,1 stop,In-flight meal not included,10262,Economy,2,2 Stop(s),2019-05-17 00:00:00,20,0,0,75563.718652301
Jet Airways,2019-05-09 00:00:00,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25 10 May,22h 55m,2 stops,In-flight meal not included,13029,Business,3,3 Stop(s),2019-04-17 00:00:00,22,0,0,72311.4876910689
Jet Airways,2019-03-09 00:00:00,Delhi,Cochin,DEL → BOM → COK,19:15,04:25 10 Mar,9h 10m,1 stop,In-flight meal not included,14053,Economy,2,2 Stop(s),2019-02-12 00:00:00,25,0,1,61031.6556334566
Jet Airways,2019-03-01 00:00:00,Banglore,New Delhi,BLR → BOM → DEL,16:55,07:40 02 Mar,14h 45m,1 stop,1 Long layover,26890,First Class,2,2 Stop(s),2019-02-22 00:00:00,7,1,1,88184.9682469257
SpiceJet,2019-04-01 00:00:00,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No check-in baggage included,3841,Business,1,1 Stop(s),2019-03-11 00:00:00,21,0,1,89606.6080980155
Air India,2019-03-01 00:00:00,Banglore,New Delhi,BLR → VGA → DEL,10:30,22:55,12h 25m,1 stop,No info,11003,Economy,2,2 Stop(s),2019-02-16 00:00:00,13,1,1,69351.3322826823
Vistara,2019-04-09 00:00:00,Banglore,Delhi,BLR → DEL,11:30,14:20,2h 50m,non-stop,No info,5403,Economy,1,1 Stop(s),2019-02-09 00:00:00,59,0,1,73204.5748121881
Multiple carriers,2019-03-03 00:00:00,Delhi,Cochin,DEL → BOM → COK,08:00,18:50,10h 50m,1 stop,No info,15342,First Class,2,2 Stop(s),2019-01-14 00:00:00,48,0,1,66370.1733203483
Air India,2019-06-12 00:00:00,Kolkata,Banglore,CCU → DEL → COK → BLR,20:30,13:45 13 Jun,17h 15m,2 stops,No info,12224,Business,3,3 Stop(s),2019-04-29 00:00:00,44,0,0,86776.7699546993
IndiGo,2019-03-15 00:00:00,Chennai,Kolkata,MAA → CCU,19:35,21:55,2h 20m,non-stop,No info,6297,Business,1,1 Stop(s),2019-03-07 00:00:00,8,0,1,76280.8824947475
SpiceJet,2019-05-01 00:00:00,Kolkata,Banglore,CCU → IXB → BLR,15:55,21:25,5h 30m,1 stop,No info,8844,Business,2,2 Stop(s),2019-04-26 00:00:00,5,1,1,86143.8177056315
Multiple carriers,2019-06-01 00:00:00,Delhi,Cochin,DEL → BOM → COK,14:00,01:30 02 Jun,11h 30m,1 stop,No info,13377,First Class,2,2 Stop(s),2019-05-17 00:00:00,15,0,0,75563.718652301
GoAir,2019-03-09 00:00:00,Banglore,New Delhi,BLR → DEL,20:55,23:50,2h 55m,non-stop,No info,5706,Business,1,1 Stop(s),2019-01-19 00:00:00,49,0,1,72958.3505592635
Air India,2019-06-12 00:00:00,Delhi,Cochin,DEL → BOM → COK,21:00,07:40 13 Jun,10h 40m,1 stop,No info,8372,Economy,2,2 Stop(s),2019-04-16 00:00:00,57,0,0,67478.7668744663
IndiGo,2019-05-27 00:00:00,Delhi,Cochin,DEL → BOM → COK,06:40,21:00,14h 20m,1 stop,No info,6526,Business,2,2 Stop(s),2019-05-02 00:00:00,25,0,0,86882.7389977048
IndiGo,2019-06-01 00:00:00,Banglore,Delhi,BLR → DEL,16:55,19:45,2h 50m,non-stop,No info,4823,Business,1,1 Stop(s),2019-05-10 00:00:00,22,0,0,75322.419077327
IndiGo,2019-06-24 00:00:00,Mumbai,Hyderabad,BOM → HYD,16:55,18:25,1h 30m,non-stop,No info,3175,Economy,1,1 Stop(s),2019-06-12 00:00:00,12,0,0,79005.8913228268
Multiple carriers,2019-05-06 00:00:00,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,10h,1 stop,No info,10407,Economy,2,2 Stop(s),2019-04-12 00:00:00,24,0,0,79092.3123379134
IndiGo,2019-04-18 00:00:00,Banglore,Delhi,BLR → DEL,04:00,06:50,2h 50m,non-stop,No info,4423,Economy,1,1 Stop(s),2019-04-14 00:00:00,4,1,1,75257.1207349411
Vistara,2019-05-09 00:00:00,Kolkata,Banglore,CCU → DEL → BLR,17:00,20:20 10 May,27h 20m,1 stop,No info,9555,Economy,2,2 Stop(s),2019-03-29 00:00:00,41,0,0,79126.7241406564
Jet Airways,2019-04-01 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,16:30,16:20 02 Apr,23h 50m,1 stop,No info,12681,Economy,2,2 Stop(s),2019-03-09 00:00:00,23,0,1,84065.9094226212
Jet Airways,2019-06-06 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,14:05,04:40 07 Jun,14h 35m,1 stop,No info,13059,Economy,2,2 Stop(s),2019-04-13 00:00:00,54,0,0,69430.6794322898
Jet Airways,2019-05-09 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,16:30,10:05 10 May,17h 35m,1 stop,In-flight meal not included,8586,Business,2,2 Stop(s),2019-03-29 00:00:00,41,0,0,79126.7241406564
GoAir,2019-04-06 00:00:00,Banglore,Delhi,BLR → DEL,20:55,23:40,2h 45m,non-stop,No info,3419,Business,1,1 Stop(s),2019-03-24 00:00:00,13,1,1,69926.9407455795
SpiceJet,2019-06-03 00:00:00,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No info,3873,Business,1,1 Stop(s),2019-04-18 00:00:00,46,0,0,82666.5341562915
Air India,2019-06-06 00:00:00,Kolkata,Banglore,CCU → DEL → BLR,10:00,20:25,10h 25m,1 stop,No info,10203,First Class,2,2 Stop(s),2019-05-05 00:00:00,32,0,0,66838.0548762583
Jet Airways,2019-05-27 00:00:00,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,04:25 28 May,8h 55m,2 stops,In-flight meal not included,13029,Economy,3,3 Stop(s),2019-05-10 00:00:00,17,0,0,75322.419077327
Jet Airways,2019-05-15 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,16:30,22:35,6h 5m,1 stop,In-flight meal not included,10844,Business,2,2 Stop(s),2019-03-26 00:00:00,50,0,0,69329.4696514699
Jet Airways,2019-03-24 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,18:55,08:10 25 Mar,13h 15m,1 stop,In-flight meal not included,11134,Economy,2,2 Stop(s),2019-03-23 00:00:00,1,0,1,78698.9438048267
Vistara,2019-06-12 00:00:00,Kolkata,Banglore,CCU → DEL → BLR,20:20,18:50 13 Jun,22h 30m,1 stop,No info,8610,Business,2,2 Stop(s),2019-04-29 00:00:00,44,0,0,86776.7699546993
IndiGo,2019-04-15 00:00:00,Kolkata,Banglore,CCU → BLR,20:20,22:55,2h 35m,non-stop,No info,4174,Economy,1,1 Stop(s),2019-04-09 00:00:00,6,0,1,60762.5738023229
Jet Airways,2019-03-09 00:00:00,Banglore,New Delhi,BLR → BOM → DEL,08:00,09:30 13 Mar,25h 30m,1 stop,In-flight meal not included,11087,Business,2,2 Stop(s),2019-03-02 00:00:00,7,0,1,71660.3186906845
SpiceJet,2019-06-18 00:00:00,Banglore,Delhi,BLR → DEL,21:10,00:05 19 Jun,2h 55m,non-stop,No info,3971,First Class,1,1 Stop(s),2019-06-01 00:00:00,17,0,0,67186.8567200092
Jet Airways,2019-04-09 00:00:00,Delhi,Cochin,DEL → BOM → COK,07:05,19:00,11h 55m,1 stop,No info,17531,Business,2,2 Stop(s),2019-03-15 00:00:00,25,0,1,84463.842853645
SpiceJet,2019-06-06 00:00:00,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,non-stop,No check-in baggage included,3573,Business,1,1 Stop(s),2019-05-28 00:00:00,9,0,0,75080.3706968658
Air India,2019-05-01 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,09:25,07:55 02 May,22h 30m,1 stop,No info,8366,First Class,2,2 Stop(s),2019-04-03 00:00:00,28,1,1,82823.5514585069
Air India,2019-03-03 00:00:00,Kolkata,Banglore,CCU → BLR,14:15,16:45,2h 30m,non-stop,No info,13885,Business,1,1 Stop(s),2019-01-10 00:00:00,52,0,1,81242.1773338814
Multiple carriers,2019-06-09 00:00:00,Delhi,Cochin,DEL → IXU → BOM → COK,17:50,01:30 10 Jun,7h 40m,2 stops,No info,18485,Economy,3,3 Stop(s),2019-05-09 00:00:00,31,0,0,60208.5639159357
Air Asia,2019-04-27 00:00:00,Kolkata,Banglore,CCU → BLR,19:55,22:25,2h 30m,non-stop,No info,4409,Economy,1,1 Stop(s),2019-03-19 00:00:00,39,0,1,62221.3395520227
Vistara,2019-05-01 00:00:00,Kolkata,Banglore,CCU → DEL → BLR,20:20,23:25 02 May,27h 5m,1 stop,No info,8085,Economy,2,2 Stop(s),2019-03-19 00:00:00,43,1,1,62221.3395520227
Multiple carriers,2019-06-06 00:00:00,Delhi,Cochin,DEL → BOM → COK,17:30,01:30 07 Jun,8h,1 stop,No info,13377,Business,2,2 Stop(s),2019-05-11 00:00:00,26,0,0,72522.3300944634
Air India,2019-05-21 00:00:00,Delhi,Cochin,DEL → UDR → BOM → COK,13:20,07:40 22 May,18h 20m,2 stops,No info,13538,Business,3,3 Stop(s),2019-05-19 00:00:00,2,0,0,70908.8880713788
Multiple carriers,2019-03-06 00:00:00,Delhi,Cochin,DEL → BOM → COK,19:00,01:35 07 Mar,6h 35m,1 stop,No info,15147,Economy,2,2 Stop(s),2019-01-15 00:00:00,50,0,1,65454.749016213
Jet Airways,2019-05-27 00:00:00,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,4030,Economy,1,1 Stop(s),2019-04-17 00:00:00,40,0,0,72311.4876910689
Multiple carriers,2019-06-06 00:00:00,Delhi,Cochin,DEL → BOM → COK,08:00,19:15,11h 15m,1 stop,No info,14848,First Class,2,2 Stop(s),2019-05-16 00:00:00,21,0,0,69696.0879606227
Jet Airways,2019-03-18 00:00:00,Banglore,New Delhi,BLR → BOM → DEL,22:50,08:15 16 Mar,9h 25m,1 stop,No info,13555,First Class,2,2 Stop(s),2019-01-19 00:00:00,58,0,1,72958.3505592635
Air India,2019-05-18 00:00:00,Delhi,Cochin,DEL → HYD → MAA → COK,07:05,09:25 19 May,26h 20m,2 stops,No info,10975,Economy,3,3 Stop(s),2019-03-31 00:00:00,48,1,1,74166.4477548585
Jet Airways,2019-05-21 00:00:00,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35 22 May,26h 55m,2 stops,In-flight meal not included,13029,Economy,3,3 Stop(s),2019-04-21 00:00:00,30,0,0,68692.543587413
Jet Airways,2019-05-12 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,08:25,09:20 13 May,24h 55m,1 stop,In-flight meal not included,9663,First Class,2,2 Stop(s),2019-04-07 00:00:00,35,1,1,75681.9848814598
Jet Airways,2019-06-01 00:00:00,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,In-flight meal not included,4050,Economy,1,1 Stop(s),2019-05-07 00:00:00,25,0,0,84540.4429776748
Jet Airways,2019-06-03 00:00:00,Delhi,Cochin,DEL → BOM → COK,17:30,04:25 04 Jun,10h 55m,1 stop,No info,14714,Economy,2,2 Stop(s),2019-05-22 00:00:00,12,0,0,67553.4688747609
Air India,2019-03-01 00:00:00,Banglore,New Delhi,BLR → VGA → HYD → DEL,10:30,21:25,10h 55m,2 stops,No info,11213,Economy,3,3 Stop(s),2019-01-06 00:00:00,54,1,1,64679.8356100861
Jet Airways,2019-04-09 00:00:00,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,non-stop,In-flight meal not included,4544,Business,1,1 Stop(s),2019-03-28 00:00:00,12,0,1,81888.1853501419
SpiceJet,2019-06-15 00:00:00,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,non-stop,No info,3873,Economy,1,1 Stop(s),2019-05-11 00:00:00,35,0,0,72522.3300944634
Multiple carriers,2019-04-09 00:00:00,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8h,1 stop,No info,12537,Economy,2,2 Stop(s),2019-04-03 00:00:00,6,0,1,82823.5514585069
Jet Airways,2019-05-06 00:00:00,Kolkata,Banglore,CCU → DEL → BLR,09:35,19:10,9h 35m,1 stop,No info,13067,First Class,2,2 Stop(s),2019-03-27 00:00:00,40,0,0,69755.4996608024
Jet Airways,2019-05-09 00:00:00,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,04:25 11 May,29h 20m,2 stops,No info,16704,First Class,3,3 Stop(s),2019-03-16 00:00:00,54,0,0,81205.7203154285
Air India,2019-03-15 00:00:00,Banglore,New Delhi,BLR → BOM → DEL,06:45,12:15,5h 30m,1 stop,No info,8714,Economy,2,2 Stop(s),2019-01-15 00:00:00,59,0,1,65454.749016213
Jet Airways,2019-06-03 00:00:00,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,12:35 04 Jun,22h,2 stops,No info,13376,First Class,3,3 Stop(s),2019-04-06 00:00:00,58,0,0,74813.8678909317
SpiceJet,2019-06-27 00:00:00,Chennai,Kolkata,MAA → CCU,08:20,10:35,2h 15m,non-stop,No info,3597,First Class,1,1 Stop(s),2019-05-04 00:00:00,54,0,0,63301.5577358303
Multiple carriers,2019-05-18 00:00:00,Delhi,Cochin,DEL → BOM → COK,12:50,01:30 19 May,12h 40m,1 stop,No info,7670,First Class,2,2 Stop(s),2019-03-23 00:00:00,56,1,1,78698.9438048267
Air India,2019-03-24 00:00:00,Kolkata,Banglore,CCU → GAU → DEL → BLR,09:50,23:15 25 Mar,37h 25m,2 stops,No info,14410,First Class,3,3 Stop(s),2019-03-09 00:00:00,15,0,1,84065.9094226212
Air India,2019-05-15 00:00:00,Delhi,Cochin,DEL → MAA → COK,09:45,09:25 16 May,23h 40m,1 stop,No info,7480,Economy,2,2 Stop(s),2019-03-18 00:00:00,58,0,0,83138.1104005784
Jet Airways,2019-05-09 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,20:00,18:15 10 May,22h 15m,1 stop,No info,13584,Business,2,2 Stop(s),2019-04-23 00:00:00,16,0,0,87890.9295702772
Jet Airways,2019-03-01 00:00:00,Banglore,New Delhi,BLR → BOM → DEL,16:55,10:25 02 Mar,17h 30m,1 stop,1 Long layover,25735,First Class,2,2 Stop(s),2019-02-26 00:00:00,3,1,1,62654.7750615576
Jet Airways,2019-04-01 00:00:00,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,In-flight meal not included,4544,Economy,1,1 Stop(s),2019-03-31 00:00:00,1,0,1,74166.4477548585
Multiple carriers,2019-05-21 00:00:00,Delhi,Cochin,DEL → BOM → COK,09:15,19:15,10h,1 stop,No info,8099,First Class,2,2 Stop(s),2019-04-24 00:00:00,27,0,0,84243.6113869325
Jet Airways,2019-05-15 00:00:00,Kolkata,Banglore,CCU → BOM → BLR,16:30,04:40 16 May,12h 10m,1 stop,In-flight meal not included,10844,First Class,2,2 Stop(s),2019-04-06 00:00:00,39,0,0,74813.8678909317
Jet Airways,2019-03-21 00:00:00,Delhi,Cochin,DEL → BOM → COK,19:15,04:25 22 Mar,9h 10m,1 stop,No info,12557,First Class,2,2 Stop(s),2019-02-17 00:00:00,32,1,1,75602.0406353343
Jet Airways,2019-05-09 00:00:00,Delhi,Cochin,DEL → COK,11:00,14:15,3h 15m,non-stop,No info,9564,Economy,1,1 Stop(s),2019-04-11 00:00:00,28,0,0,60942.875570602
Jet Airways,2019-03-12 00:00:00,Banglore,New Delhi,BLR → BOM → DEL,21:25,09:30 13 Mar,12h 5m,1 stop,No info,13817,Economy,2,2 Stop(s),2019-02-23 00:00:00,17,0,1,86844.8205128295
Jet Airways,2019-05-18 00:00:00,Kolkata,Banglore,CCU → DEL → BLR,09:35,19:10,9h 35m,1 stop,In-flight meal not included,12384,Business,2,2 Stop(s),2019-04-01 00:00:00,47,1,1,63587.8273781491
Multiple carriers,2019-05-21 00:00:00,Delhi,Cochin,DEL → BOM → COK,04:55,19:15,14h 20m,1 stop,No info,7575,Business,2,2 Stop(s),2019-05-10 00:00:00,11,0,0,75322.419077327
Air India,2019-05-06 00:00:00,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,12:00 07 May,19h 15m,2 stops,No info,14120,First Class,3,3 Stop(s),2019-04-10 00:00:00,26,0,0,63236.7428097991
